ELEMENT_ID,GRAND_GROUPE,Nom_francais,Autres_noms_francais,Nom_anglais,Autres_noms_anglais,Nom_scientifique,Anciens_noms_scientifiques,Commentaires,Origine,Regularite,Degre_de_certitude,Statuts_des_populations,CLASSE,ORDRE,FAMILLE,GENRE,ESPECE,SOUS_ESPECE_POP,Rang_S,STATUT_LEMV,COMPETENCE_PRINCIPALE
800,Mammifères,Vison d'Amérique,,American Mink,,Vison vison,Mustela vison,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Mustelidae,Vison,vison,,S5,Non suivie,Québec
801,Mammifères,Carcajou,"carcajou, pop. de l'Est; diable des bois;glouton",Wolverine,Glutton; Skunk Bear,Gulo gulo,,,Indigène,Régulier,Confirmé,Inconnu/non déterminé,Mammalia,Carnivora,Mustelidae,Gulo,gulo,,SH,Menacée,Québec
803,Mammifères,Mouffette rayée,bête puante,Striped Skunk,,Mephitis mephitis,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,,S5,Non suivie,Québec
804,Mammifères,Loutre de rivière,loutre du Canada,North American River Otter,,Lontra canadensis,Lutra canadensis,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Mustelidae,Lontra,canadensis,,S5,Non suivie,Québec
805,Mammifères,Phoque commun,phoque veau marin; loup-marin,Harbor Seal,,Phoca vitulina,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Phoca,vitulina,,SNA,Non suivie,Pêches et Océans Canada
807,Mammifères,Phoque commun des lacs des Loups Marins,phoque d'eau douce; achikunipi,Harbour Seal - Lac des Loups Marins subspecies,Ungava Seal,Phoca vitulina mellonae,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Phoca,vitulina,mellonae,S1,Susceptible,Pêches et Océans Canada
808,Mammifères,Phoque du Groenland,loup-marin de glace,Harp Seal,,Pagophilus groenlandicus,Phoca groenlandica,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,,S5,Non suivie,Pêches et Océans Canada
809,Mammifères,Phoque annelé,,Ringed Seal,,Pusa hispida,Phoca hispida,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Pusa,hispida,,S5,Non suivie,Pêches et Océans Canada
810,Mammifères,Phoque barbu,,Bearded Seal,,Erignathus barbatus,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Erignathus,barbatus,,S4,Non suivie,Pêches et Océans Canada
811,Mammifères,Phoque gris,tête de cheval,Gray Seal,,Halichoerus grypus,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Halichoerus,grypus,,S5,Non suivie,Pêches et Océans Canada
812,Mammifères,Phoque à capuchon,phoque à crête; dos-bleu,Hooded Seal,,Cystophora cristata,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Phocidae,Cystophora,cristata,,S5,Non suivie,Pêches et Océans Canada
813,Mammifères,Cougar,"COSEPAC: couguar, pop. de l'Est; puma; lion de montagne",Cougar,Mountain Lion; Panther,Puma concolor,Felis concolor,"Officiellement, le dernier cougar a été abattu au Québec en 1938, mais un animal abattu en 1992 en Abitibi provenait d'Amérique du Sud. Antérieurement, c'est le cougar de l'Est qui était présent au Québec. Cependant, les dernières analyses génétiques réalisées ont démontré qu'il ne s'agissait plus du cougar de l'Est.",Indigène,Inconnu/non déterminé,Confirmé,Inconnu/non déterminé,Mammalia,Carnivora,Felidae,Puma,concolor,,SU,Susceptible,Québec
816,Mammifères,Lynx du Canada,loup-cervier,Canadian Lynx,Canada Lynx,Lynx canadensis,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Felidae,Lynx,canadensis,,S5,Retirée,Québec
817,Mammifères,Lynx roux,lynx bai,Bobcat,,Lynx rufus,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Carnivora,Felidae,Lynx,rufus,,S4,Retirée,Québec
819,Mammifères,Cerf de Virginie,chevreuil; chevreuil de Virginie; cariacou,White-tailed Deer,,Odocoileus virginianus,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,,S5,Non suivie,Québec
820,Mammifères,Orignal,élan d'Amérique,Moose,,Alces alces,Alces americanus,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Alces,alces,,S5,Non suivie,Québec
822,Mammifères,"Caribou des bois, écotype montagnard, pop. de la Gaspésie","caribou montagnard - pop. Gaspésie; caribou, pop. De la Gaspésie-Atlantique",Woodland Caribou - Mountain ecotype - Gaspésie population,,Rangifer tarandus caribou pop. 2,"caribou des bois, pop de la Gaspésie-Atlantique; Unité désignable #11 (UD-11)",La population de la Gaspésie appartiend à l'écotype montagnard.,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,caribou pop. 2,S1,Menacée,Québec
827,Mammifères,"Caribou des bois, écotype migrateur, pop. de la rivière George","caribou toundrique; caribou des bois, écotype toundrique; caribou migrateur de l'Est",Woodland Caribou - Migratory ecotype - George River population,,Rangifer tarandus caribou pop. 7,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,caribou pop. 7,S1S2,Non suivie,Québec
828,Mammifères,Boeuf musqué,ovibos,Muskox,,Ovibos moschatus,,"Après son introduction, cette espèce s'est acclimatée dans l'extrême Nord du Québec.",Exotique,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,,SNA,Non suivie,Québec
829,Reptiles,Tortue serpentine,chélydre serpentine; tortue happante; tortue de terre,Snapping Turtle,Snapping Turtle; Snake Tortoise,Chelydra serpentina,,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Chelydridae,Chelydra,serpentina,,S4,Candidate,Québec
830,Reptiles,Tortue luth,,Leatherback Sea Turtle,Atlantic Leatherback Turtle; Leatherback,Dermochelys coriacea,,,Indigène,Régulier,Confirmé,Non reproducteur,Reptilia,Testudines,Dermochelyidae,Dermochelys,coriacea,,SNA,Menacée,Pêches et Océans Canada
831,Reptiles,Tortue peinte,tortue peinte du Centre; emyde peinte,Painted Turtle,Midland Painted Turtle; Central Painted Turtle; Northern Painted Turtle,Chrysemys picta,,"Il est possible que seule la sous-espèce C. p. marginata soit présente au Québec. Le nom français de cette sous-espèce est ""tortue peinte du Centre"" et le nom anglais est ""Midland Painted Turtle"".",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Emydidae,Chrysemys,picta,,S4,Non suivie,Québec
832,Reptiles,Tortue ponctuée,emyde tachetée,Spotted Turtle,,Clemmys guttata,,,Indigène,Inconnu/non déterminé,"Rapporté, non confirmé",Non reproducteur,Reptilia,Testudines,Emydidae,Clemmys,guttata,,SNA,Susceptible,Québec
833,Reptiles,Tortue des bois,,Wood Turtle,Wood Tortoise,Glyptemys insculpta,Clemmys insculpta,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Emydidae,Glyptemys,insculpta,,S3,Vulnérable,Québec
834,Reptiles,Tortue mouchetée,"tortue mouchetée, pop. des Grands-Lacs et du Saint-Laurent; tortue de blanding",Blanding's Turtle,,Emydoidea blandingii,Emys blandingii,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Emydidae,Emydoidea,blandingii,,S2S3,Menacée,Québec
835,Reptiles,Tortue géographique,tortue géographique du Nord,Northern Map Turtle,Common Map Turtle; Map Turtle,Graptemys geographica,,"Le nom français ""tortue géographique"" et le nom anglais ""Map Turtle"" sont associés au genre Graptemys et ne sont pas assez précis pour désigner l'espèce. Toutefois, le statut d'espèce vulnérable a été attribué au nom français simplifié ""tortue géographique"" et non à son nom précis ""tortue géographique du Nord"".",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Emydidae,Graptemys,geographica,,S2S3,Vulnérable,Québec
837,Reptiles,Tortue à oreilles rouges,,Red-eared Slider,Slider,Trachemys scripta elegans,Chrysemys scripta,"Il s'agit d'une espèce exotique envahissante. Il est admis que seule la sous-espèce T. s. elegans soit présente au Québec. Le nom français de cette sous-espèce est ""tortue à oreilles rouges"" et le nom anglais est ""Red-eared Slider"", alors que le nom français de l'espèce est ""tortue glisseuse des étangs"" et le nom anglais est ""Pond Slider"".",Exotique,Régulier,Confirmé,Non reproducteur,Reptilia,Testudines,Emydidae,Trachemys,scripta,elegans,SNA,Non suivie,Québec
838,Reptiles,Tortue musquée,tortue musquée de l'Est,Eastern Musk Turtle,Common Musk Turtle,Sternotherus odoratus,,"Le nom français ""tortue musquée"" et le nom anglais ""Musk Turtle"" sont associés au genre Sternotherus et ne sont pas assez précis pour désigner l'espèce. Toutefois, le statut d'espèce menacée a été attribué au nom français simplifié ""tortue musquée"" et non à son nom précis ""tortue musquée de l'Est"".",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Kinosternidae,Sternotherus,odoratus,,S2,Menacée,Québec
839,Reptiles,Tortue-molle à épines,"tortue molle à épines de l'Est, sous population des Grands Lacs et du Saint-Laurent; tortue à carapace molle",Spiny Softshell,Soft-Shelled Turtle; Northern Soft-shelled Turtle; Spiny Softshell,Apalone spinifera,,"Il est possible que seule la sous-espèce A. s. spinifera soit présente au Québec. Le nom français de cette sous-espèce est ""tortue molle à épines de l'Est"" et le nom anglais est ""Eastern Spiny Softshell"". Toutefois, le statut d'espèce menacée a été attribué à l'espèce et non à la sous-espèce (un trait d'union a aussi été indiqué dans le nom de l'espèce, bien que ce dernier soit souvent absent dans les ouvrages de référence).",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Testudines,Trionychidae,Apalone,spinifera,,S1,Menacée,Québec
843,Reptiles,Couleuvre tachetée,couleuvre annelée; ablabès triangle,Eastern Milksnake,Milksnake; Thunder Snake; Lightning Snake; House Snake,Lampropeltis triangulum,,"Il est possible que la sous-espèce L. t. triangulum ne soit plus reconnue. Auparavant, le nom officiel français de cette sous-espèce était ""couleuvre tachetée"" et le nom anglais était ""Eastern Milksnake"", de sorte que le nom français associé à l'espèce était ""couleuvre annelée"" et le nom anglais ""Milksnake"", le terme ""couleuvre tachetée"" étant alors associé à la sous-espèce ""L. t. triangulum"" seulement.",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,,S3,Vulnérable,Québec
845,Reptiles,Couleuvre brune,couleuvre brune de Dekay; couleuvre brune du Nord,Dekay’s Brownsnake,Brownsnake; Northern Brown Snake; Midland Brown Snake,Storeria dekayi,,"Le nom français ""couleuvre brune"" et le nom anglais ""Brownsnake"" sont associés au genre Storeria et ne sont pas assez précis pour désigner l'espèce. Toutefois, l'inscription de cette espèce à la liste des espèces susceptibles d'être désignées comme menacées ou vulnérables a été attribué au nom français simplifié ""couleuvre brune"" et non à son nom précis ""couleuvre brune de Dekay"".",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Storeria,dekayi,,S2,Menacée,Québec
846,Reptiles,Couleuvre à ventre rouge,tropidonote à cou taché; petit serpent brun,Red-bellied Snake,Spotted-neck Snake; Red Bellied Snake,Storeria occipitomaculata,,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Storeria,occipitomaculata,,S5,Non suivie,Québec
847,Reptiles,Couleuvre rayée,couleuvre rayée commune; couleuvre commune; couleuvre rayée de l'Est; couleuvre rayée des Maritimes,Common Gartersnake,Eastern Grater Snake; Maritime Grater Snake; Grass Snake; Striped Snake,Thamnophis sirtalis,,"Il est possible que l'espèce soit représentée par deux sous-espèces au Québec, soit la couleuvre rayée des Maritimes (T.s. pallidulus) et la couleuvre rayée de l'Est (T.s. sirtalis)",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,,S5,Non suivie,Québec
848,Reptiles,Couleuvre verte,couleuvre verte lisse,Smooth Greensnake,Eastern Smooth Green Snake; Grass snake,Opheodrys vernalis,Liochlorophis vernalis,"Le nom français ""couleuvre verte"" et le nom anglais ""Greensnake"" sont associés au genre Opheodrys et ne sont pas assez précis pour désigner l'espèce. Toutefois, l'inscription de cette espèce à la liste des espèces susceptibles d'être désignées comme menacées ou vulnérables a été attribué au nom français simplifié ""couleuvre verte"" et non à son nom précis ""couleuvre verte lisse"".",Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,,S3S4,Susceptible,Québec
6786,Mammifères,"Caribou des bois, écotype forestier",caribou des bois - population boréale; caribou boréal,Woodland Caribou - Woodland Ecotype,Woodland Caribou - Boreal ecotype,Rangifer tarandus caribou pop. 14,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,caribou pop. 14,S2S3,Vulnérable,Québec
30255,Poissons,Myxine de Girard,myxine de l’Atlantique Ouest,Girard's Hagfish,Western Atlantic Hagfish,Myxine limosa,,,Indigène,Régulier,Confirmé,Toute l'année,Myxini,Myxiniformes,Myxinidae,Myxine,limosa,,S5,Non suivie,Pêches et Océans Canada
577,Poissons,Naseux des rapides,goujon à long nez des Grands Lacs; goujon à long nez,Longnose Dace,Long-nose Dace; Long-nosed Dace; Great Lakes Longnose Dace,Rhinichthys cataractae,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,cataractae,,S5,Non suivie,Déléguée au Québec
576,Poissons,Naseux noir de l'Est,naseux noir; goujon à nez noir de l'Est,Blacknose Dace,Blacknose Dace; Strided Dace; Redfin Dace; Brook Minnow; Eastern Blacknose Dace;,Rhinichthys atratulus,,"Le nom commun français diffère de celui utilisé dans la publication ""American Fisheries Society (2013) Common and Scientific Names of Fishes from the United States, Canada, and Mexico, 7th edition"", mais sera révisé lors de la prochaine publication.",Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Rhinichthys,atratulus,,S5,Non suivie,Déléguée au Québec
30220,Poissons,Ogre,,Fangtooth,,Anoplogaster cornuta,,,Indigène,Accidentel/non régulier,Confirmé,Non reproducteur,Actinopterygii,Trachichthyiformes,Anoplogastridae,Anoplogaster,cornuta,,SNA,Non suivie,Pêches et Océans Canada
540,Poissons,Omble chevalier,truite rouge; omble rouge du Québec,Arctic Char,Red Charr; Hearne's Salmon; Hudson Bay Salmon; Eqaluk,Salvelinus alpinus,Salvelinus salvelinus,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,alpinus,,S4,Non suivie,Déléguée au Québec
14059,Poissons,Omble chevalier oquassa,oquassa,Arctic Char oquassa,Landlocked Arctic Char,Salvelinus alpinus oquassa,,Toutes les populations isolées en eau douce de l'omble chevalier (Salvelinus alpinus) appartiennent à la sous-espèce Salvelinus alpinus oquassa.,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,alpinus,oquassa,S2S3,Vulnérable,Déléguée au Québec
14446,Oiseaux,Ibis à face blanche,,White-faced Ibis,,Plegadis chihi,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Pelecaniformes,Threskiornithidae,Plegadis,chihi,,SNA,Non suivie,Environnement et Changement climatique Canada
14447,Oiseaux,Bernache de Hutchins,,Cackling Goose,,Branta hutchinsii,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Branta,hutchinsii,,S3B,Non suivie,Environnement et Changement climatique Canada
14449,Oiseaux,Milan du Mississippi,,Mississippi Kite,,Ictinia mississippiensis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,,SNA,Non suivie,Québec
14451,Oiseaux,Râle tapageur,râle gris,Clapper Rail,,Rallus crepitans,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Rallidae,Rallus,crepitans,,SNA,Non suivie,Environnement et Changement climatique Canada
14452,Oiseaux,Grue blanche,,Whooping Crane,,Grus americana,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Gruidae,Grus,americana,,SNA,Non suivie,Environnement et Changement climatique Canada
14453,Oiseaux,Courlis cendré,,Eurasian Curlew,,Numenius arquata,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,,SNA,Non suivie,
14454,Oiseaux,Bécasseau à col roux,,Red-necked Stint,,Calidris ruficollis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Scolopacidae,Calidris,ruficollis,,SNA,Non suivie,Environnement et Changement climatique Canada
14455,Oiseaux,Sterne hansel,,Gull-billed Tern,,Gelochelidon nilotica,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,,SNA,Non suivie,Environnement et Changement climatique Canada
14456,Oiseaux,Pigeon à queue barrée,,Band-tailed Pigeon,,Patagioenas fasciata,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Columbiformes,Columbidae,Patagioenas,fasciata,,SNA,Non suivie,Environnement et Changement climatique Canada
14459,Oiseaux,Colibri roux,,Rufous Hummingbird,,Selasphorus rufus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Trochilidae,Selasphorus,rufus,,SNA,Non suivie,Environnement et Changement climatique Canada
14460,Oiseaux,Pioui de l'Ouest,,Western Wood-Pewee,,Contopus sordidulus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Tyrannidae,Contopus,sordidulus,,SNA,Non suivie,Environnement et Changement climatique Canada
14461,Oiseaux,Moucherolle vermillon,,Vermilion Flycatcher,,Pyrocephalus rubinus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,,SNA,Non suivie,Environnement et Changement climatique Canada
14462,Oiseaux,Alouette des champs,,Eurasian Skylark,,Alauda arvensis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Alaudidae,Alauda,arvensis,,SNA,Non suivie,Environnement et Changement climatique Canada
14463,Oiseaux,Hirondelle à front brun,,Cave Swallow,,Petrochelidon fulva,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Hirundinidae,Petrochelidon,fulva,,SNA,Non suivie,Environnement et Changement climatique Canada
14465,Oiseaux,Viréo jaune-verdâtre,,Yellow-green Vireo,,Vireo flavoviridis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Vireonidae,Vireo,flavoviridis,,SNA,Non suivie,Environnement et Changement climatique Canada
14467,Oiseaux,Passerin azuré,,Lazuli Bunting,,Passerina amoena,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Cardinalidae,Passerina,amoena,,SNA,Non suivie,Environnement et Changement climatique Canada
14468,Oiseaux,Tohi tacheté,,Spotted Towhee,,Pipilo maculatus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Passerellidae,Pipilo,maculatus,,SNA,Non suivie,Environnement et Changement climatique Canada
14469,Oiseaux,Bruant à couronne dorée,,Golden-crowned Sparrow,,Zonotrichia atricapilla,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Passerellidae,Zonotrichia,atricapilla,,SNA,Non suivie,Environnement et Changement climatique Canada
14470,Oiseaux,Oriole masqué,,Hooded Oriole,,Icterus cucullatus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Icteridae,Icterus,cucullatus,,SNA,Non suivie,Environnement et Changement climatique Canada
14471,Oiseaux,Oriole de Bullock,,Bullock's Oriole,,Icterus bullockii,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Icteridae,Icterus,bullockii,,SNA,Non suivie,Environnement et Changement climatique Canada
14472,Oiseaux,Roselin à tête grise,,Gray-crowned Rosy-finch,,Leucosticte tephrocotis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,,SNA,Non suivie,Environnement et Changement climatique Canada
541,Poissons,Omble de fontaine,truite mouchetée; omble mouchetée; truite de lac,Brook Trout,Brook Charr; Speckled,Salvelinus fontinalis,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,fontinalis,,S4S5,Non suivie,Déléguée au Québec
598,Poissons,Omisco,perche-truite,Trout-perch,Silver Chub; Troutperch,Percopsis omiscomaycus,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Percopsiformes,Percopsidae,Percopsis,omiscomaycus,,S5,Non suivie,Déléguée au Québec
14444,Poissons,Ouananiche,"ouananiche, pop du Lac St-Jean",Landlocked Atlantic Salmon,Landlocked Salmon; Sebago Salmon; Black Salmon; Lake Atlantic Salmon,Salmo salar (populations confinées aux eaux intérieures),,Le terme ouananiche est utilisé pour les populations du saumon atlantique qui sont isolées en eau douce.,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Salmoniformes,Salmonidae,Salmo,salar,(populations confinées aux eaux intérieures),S3,Non suivie,Déléguée au Québec
14959,Oiseaux,Sterne royale,,Royal Tern,,Thalasseus maximus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Laridae,Thalasseus,maximus,,SNA,Non suivie,Environnement et Changement climatique Canada
14974,Oiseaux,Pluvier siffleur melodus,pluvier siffleur de la sous-espèce melodus; pluvier criard; gravelot siffleur; tête de pipe,Piping Plover melodus,Sand Piper; Tee-o; Beach Flea; Pale Ring-neck,Charadrius melodus melodus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Charadriiformes,Charadriidae,Charadrius,melodus,melodus,S1B,Menacée,Environnement et Changement climatique Canada
14976,Mammifères,"Petit polatouche, pop. des plaines des Grands Lacs",écureuil volant,Southern Flying Squirrel - Great Lakes Plains population,,Glaucomys volans pop. 1,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Rodentia,Sciuridae,Glaucomys,volans,pop. 1,S3,Susceptible,Québec
579,Poissons,Ouitouche,,Fallfish,American Chub; Mohawk; Silvery Chub; Windfish,Semotilus corporalis,,,Indigène,Régulier,Confirmé,Toute l'année,Actinopterygii,Cypriniformes,Leuciscidae,Semotilus,corporalis,,S5,Non suivie,Déléguée au Québec
15212,Oiseaux,Colibri d'Anna,,Anna's Hummingbird,,Calypte anna,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Trochilidae,Calypte,anna,,SNA,Non suivie,Environnement et Changement climatique Canada
30228,Poissons,Pêcheur à deux massettes,,Twoclub Angler,Northern Giant Seadevil,Ceratias holboelli,,,Indigène,Accidentel/non régulier,Confirmé,Inconnu/non déterminé,Actinopterygii,Lophiiformes,Ceratiidae,Ceratias,holboelli,,SNA,Non suivie,Pêches et Océans Canada
15224,Oiseaux,Pluvier de Wilson,,Wilson's Plover,,Anarhynchus wilsonia,Charadrius wilsonia,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Anarhynchus,wilsonia,,SNA,Non suivie,Environnement et Changement climatique Canada
15226,Oiseaux,Tourterelle turque,,Eurasian Collared-Dove,,Streptopelia decaocto,,,Exotique,Régulier,Confirmé,Toute l'année,Aves,Columbiformes,Columbidae,Streptopelia,decaocto,,SNA,Non suivie,Environnement et Changement climatique Canada
15236,Oiseaux,Tantale d'Amérique,,Wood Stork,,Mycteria americana,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,,SNA,Non suivie,Environnement et Changement climatique Canada
15238,Mammifères,Caribou des bois,"caribou des bois, écotype forestier",Woodland Caribou,,Rangifer tarandus caribou,,,Indigène,Régulier,Confirmé,Toute l'année,Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,caribou,SNR,Non suivie,Québec
15241,Reptiles,Couleuvre à collier,Couleuvre à collier du Nord,Northern Ring-necked Snake,,Diadophis punctatus edwardsii,,,Indigène,Régulier,Confirmé,Toute l'année,Reptilia,Squamata,Colubridae,Diadophis,punctatus,edwardsii,S4,Susceptible,Québec
15295,Oiseaux,Bécasseau maubèche rufa,,Red Knot rufa,,Calidris canutus rufa,,,Indigène,Régulier,Confirmé,Migrateur,Aves,Charadriiformes,Scolopacidae,Calidris,canutus,rufa,S1M,Menacée,Environnement et Changement climatique Canada
15297,Oiseaux,Faucon pèlerin anatum,pèlerin; collier blanc; faucon ordinaire; faucon des perdrix,Peregrine Falcon - anatum,Peregrine; Pinnacle Hawk; Great-footed Hawk; Ledge Hawk,Falco peregrinus anatum,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Falconiformes,Falconidae,Falco,peregrinus,anatum,S4B,Vulnérable,Québec
15300,Oiseaux,Oie de la toundra,,Tundra Bean-Goose,,Anser serrirostris,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Anser,serrirostris,,SNA,Non suivie,Environnement et Changement climatique Canada
16606,Oiseaux,Fuligule milouin,,Common Pochard,,Aythya ferina,,,Indigène,Inconnu/non déterminé,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Aythya,ferina,,SNA,Non suivie,Environnement et Changement climatique Canada
16607,Oiseaux,Grue cendrée,,Common Crane,,Grus grus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Gruidae,Grus,grus,,SNA,Non suivie,Environnement et Changement climatique Canada
16609,Oiseaux,Tyran gris,,Gray Kingbird,,Tyrannus dominicensis,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Tyrannidae,Tyrannus,dominicensis,,SNA,Non suivie,Environnement et Changement climatique Canada
16610,Oiseaux,Viréo à tête noire,,Black-capped Vireo,,Vireo atricapilla,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Vireonidae,Vireo,atricapilla,,SNA,Non suivie,Environnement et Changement climatique Canada
16611,Oiseaux,Bruant maritime,,Seaside Sparrow,,Ammospiza maritima,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Passerellidae,Ammospiza,maritima,,SNA,Non suivie,Environnement et Changement climatique Canada
16616,Oiseaux,Colibri thalassin,,Mexican Violetear,,Colibri thalassinus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Apodiformes,Trochilidae,Colibri,thalassinus,,SNA,Non suivie,Environnement et Changement climatique Canada
16617,Oiseaux,Foulque macroule,,Eurasian Coot,,Fulica atra,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Rallidae,Fulica,atra,,SNA,Non suivie,Environnement et Changement climatique Canada
16618,Oiseaux,Grive mauvis,,Redwing,,Turdus iliacus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Passeriformes,Turdidae,Turdus,iliacus,,SNA,Non suivie,Environnement et Changement climatique Canada
