ELEMENT_ID,GRAND_GROUPE,Nom_francais,Autres_noms_francais,Nom_anglais,Autres_noms_anglais,Nom_scientifique,Anciens_noms_scientifiques,Commentaires,Origine,Regularite,Degre_de_certitude,Statuts_des_populations,CLASSE,ORDRE,FAMILLE,GENRE,ESPECE,SOUS_ESPECE_POP,Rang_S,STATUT_LEMV,COMPETENCE_PRINCIPALE
90,Oiseaux,Fuligule à dos blanc,morillon à dos blanc; milouin aux yeux rouges; milouin à dos blanc; milouin des valisneries,Canvasback,,Aythya valisineria,,,Indigène,Régulier,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Aythya,valisineria,,S3M,Non suivie,Environnement et Changement climatique Canada
91,Oiseaux,Fuligule à tête rouge,morillon à tête rouge; milouin à tête rousse; milouin aux yeux rouges; milouin à tête rouge,Redhead,,Aythya americana,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Aythya,americana,,S4B,Non suivie,Environnement et Changement climatique Canada
92,Oiseaux,Fuligule à collier,morillon à collier; morillon à bec cerclé; morillon huppé; fuligule à bec cerclé,Ring-necked Duck,,Aythya collaris,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Aythya,collaris,,S5B,Non suivie,Environnement et Changement climatique Canada
93,Oiseaux,Fuligule morillon,morillon fuligule; morillon; morillon huppé; morillon d'Eurasie,Tufted Duck,Tufted Pochard,Aythya fuligula,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Aythya,fuligula,,SNA,Non suivie,Environnement et Changement climatique Canada
94,Oiseaux,Fuligule milouinan,grand morillon; morillon à tête noire; canard milouinan; milouinan,Greater Scaup,Greater Scaup Duck; American Widgeon,Aythya marila,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Aythya,marila,,S4B,Non suivie,Environnement et Changement climatique Canada
95,Oiseaux,Petit fuligule,petit morillon; petit milouinan d'Amérique; fuligule milouinan d'Amérique; bec-bleu,Lesser Scaup,Scaup; Scaup Duck; Black Duck; Black Neck,Aythya affinis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Aythya,affinis,,S4B,Non suivie,Environnement et Changement climatique Canada
96,Oiseaux,Eider à duvet,eider commun; eider d'Europe; eider vulgaire; moniac,Common Eider,Hudson Bay Eider; American Eider; Black and White Coot; Eider Duck,Somateria mollissima,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Anseriformes,Anatidae,Somateria,mollissima,,S3S4,Non suivie,Environnement et Changement climatique Canada
97,Oiseaux,Eider à tête grise,eider remarquable; eider roi; eider royal; moyac remarquable,King Eider,White-headed Coot; Eider Duck; Grey-headed Duck; Sea Coot,Somateria spectabilis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Somateria,spectabilis,,S3B,Non suivie,Environnement et Changement climatique Canada
98,Oiseaux,Eider de Steller,éniconette; polysticte de Steller; éniconette de Steller,Steller's Eider,Steller's Duck,Polysticta stelleri,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Anseriformes,Anatidae,Polysticta,stelleri,,SNA,Non suivie,Environnement et Changement climatique Canada
101,Oiseaux,"Arlequin plongeur, pop. de l'Est",canard arlequin; garrot arlequin; garrot harlequin; canard arlequin de l'Est,Harlequin Duck - Eastern population,,Histrionicus histrionicus pop. 1,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,pop. 1,S3B,Vulnérable,Environnement et Changement climatique Canada
102,Oiseaux,Harelde kakawi,canard kakawi; kakawi; canard à longue queue,Long-tailed Duck,Long-tailed Duck; Aleck; Alewife; Cockawee,Clangula hyemalis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Clangula,hyemalis,,S4S5B,Non suivie,Environnement et Changement climatique Canada
103,Oiseaux,Macreuse à bec jaune,macreuse noire,Black Scoter,,Melanitta americana,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Melanitta,americana,,S4S5B,Non suivie,Environnement et Changement climatique Canada
104,Oiseaux,Macreuse à front blanc,macreuse à lunettes; sourd; canard macreuse à large bec; basse,Surf Scoter,Big Mac; Shunk Head; Surf-duck; Bald Coot,Melanitta perspicillata,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,,S4S5B,Non suivie,Environnement et Changement climatique Canada
105,Oiseaux,Macreuse à ailes blanches,macreuse brune; macreuse à miroir; macreuse double; canard de mer,White-winged Scoter,,Melanitta deglandi,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Melanitta,deglandi,,S3S4B,Non suivie,Environnement et Changement climatique Canada
106,Oiseaux,Garrot à oeil d'or,garrot commun; canard garrot; bucéphale; bucéphale d'Amérique,Common Goldeneye,,Bucephala clangula,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Bucephala,clangula,,S4B,Non suivie,Environnement et Changement climatique Canada
107,Oiseaux,"Garrot d'Islande, pop. de l'Est",garrot de Barrow; garrot islandais; canard de Barrow,Barrow's Goldeneye - Eastern population,Goldeneye; Brasseye; Cock pie-duck; Great-head,Bucephala islandica pop. 1,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Anseriformes,Anatidae,Bucephala,islandica,pop. 1,S3,Vulnérable,Environnement et Changement climatique Canada
108,Oiseaux,Petit garrot,garrot albéole; canard d'Islande; sarcelle religieuse; miclou,Bufflehead,Buffle-head; Buffelhead; Buffle Duck; Butter Bowl,Bucephala albeola,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Bucephala,albeola,,S4B,Non suivie,Environnement et Changement climatique Canada
110,Oiseaux,Harle couronné,bec-scie couronné; bec-scie; harle; plongeon,Hooded Merganser,Beaver Duck; Diving Duck; Fish Duck; Hooder,Lophodytes cucullatus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,,S4S5B,Non suivie,Environnement et Changement climatique Canada
111,Oiseaux,Grand harle,grand bec-scie; harle bièvre; bec-scie commun; harle commun,Common Merganser,Goosander; Merganser; Shelldrake; American Goosander,Mergus merganser,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Mergus,merganser,,S5B,Non suivie,Environnement et Changement climatique Canada
112,Oiseaux,Harle huppé,bec-scie à poitrine rousse; harle; gaspard,Red-breasted Merganser,Betsy; Diver; Diving Duck; Fish Duck,Mergus serrator,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Mergus,serrator,,S4B,Non suivie,Environnement et Changement climatique Canada
113,Oiseaux,Érismature rousse,canard roux; érismature roux; érismature roux d'Amérique du Nord; érismature de la Jamaïque,Ruddy Duck,Rubber Duck; Diving Teal; Red Diver; Biddy,Oxyura jamaicensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,,S3B,Non suivie,Environnement et Changement climatique Canada
114,Oiseaux,Urubu noir,vautour noir; catharte urubu; urubu; vautour urubu,Black Vulture,American Black Vulture; Black Buzzard; Carrion Crow; Buzzard,Coragyps atratus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Cathartiformes,Cathartidae,Coragyps,atratus,,SNA,Non suivie,Québec
115,Oiseaux,Urubu à tête rouge,vautour à tête rouge; urubu; vautour aura; gallinaço,Turkey Vulture,Turkey Buzzard; Crow; John Crow; Carrion Crow,Cathartes aura,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Cathartiformes,Cathartidae,Cathartes,aura,,S5B,Non suivie,Québec
116,Oiseaux,Balbuzard pêcheur,aigle pêcheur; balbuzard; balbuzard fluviatile; aigle de mer,Osprey,Sea Eagle; Fishing Eagle,Pandion haliaetus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,,S4B,Non suivie,Québec
117,Oiseaux,Naucler à queue fourchue,milan à queue fourchue; élanion; nauclère à queue fourchue; naucler martinet,Swallow-tailed Kite,Swallow-tailed Kite; Fork-tailed Kite; Snake Hawk; Wasp Hawk,Elanoides forficatus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Accipitriformes,Accipitridae,Elanoides,forficatus,,SNA,Non suivie,Québec
118,Oiseaux,Pygargue à tête blanche,aigle à tête blanche; aigle chauve; aigle américain à tête blanche; pygargue d'Amérique,Bald Eagle,Northern Bald Eagle; American Bald Eagle,Haliaeetus leucocephalus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,,S4,Vulnérable,Québec
119,Oiseaux,Busard des marais,busard Saint-Martin,Northern Harrier,,Circus hudsonius,Circus cyaneus,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Circus,hudsonius,,S3S4B,Non suivie,Québec
120,Oiseaux,Épervier brun,émerillon; épervier; bon volée,Sharp-shinned Hawk,Clamhan Speireag ; Well Flown; Buzzard Sparrow-Hawk; Merlin,Accipiter striatus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,,S4S5B,Non suivie,Québec
121,Oiseaux,Épervier de Cooper,autour de Cooper,Cooper's Hawk,Hen Hawk; Quail Hawk; Chicken Hawk,Accipiter cooperii,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Accipiter,cooperii,,S4S5B,Retirée,Québec
122,Oiseaux,Autour d'Amérique,autour des palombes; autour américain; aigle chasseur; autour commun; autour d'Amérique,American Goshawk,Northern Goshawk,Accipiter atricapillus,Accipiter gentilis; Accipiter gentilis atricapillus,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Accipitriformes,Accipitridae,Accipiter,atricapillus,,S4,Non suivie,Québec
124,Oiseaux,Buse à épaulettes,buse à épaulettes rousses; buse à manteau roux; buse rousse,Red-shouldered Hawk,Barred-breasted Buzzard; Red-shouldered Falcon; Red-shouldered Buzzard; Red-bellied Hawk,Buteo lineatus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,,S4B,Retirée,Québec
125,Oiseaux,Petite buse,malfini; manger-poulet; buse de Pennsylvanie,Broad-winged Hawk,Marsh Hawk; Broad-winged Buzzard,Buteo platypterus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Buteo,platypterus,,S5B,Non suivie,Québec
126,Oiseaux,Buse de Swainson,buse des Prairies,Swainson's Hawk,Swainson's Buzzard; Grasshopper Hawk; Brown-throated Hawk; Common Hen Hawk,Buteo swainsoni,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,,SNA,Non suivie,Québec
127,Oiseaux,Buse à queue rousse,buse de la Jamaïque; buse à queue rousse d'Amérique du Nord; buse à queue rouge; malfini,Red-tailed Hawk,Clamhan; Red-tailed Buzzard; Kridre's; Cream-Coloure,Buteo jamaicensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,,S4S5B,Non suivie,Québec
128,Oiseaux,Buse pattue,buse nordique; buse gantée; archibuse pattue; buse d'Amérique,Rough-legged Hawk,Rough-legged Buzzard; Rough-leg; Common Rough-legged Hawk; American Rough-legged Hawk,Buteo lagopus,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,,S3S4B,Non suivie,Québec
129,Oiseaux,Aigle royal,aigle doré; aigle fauve; aigle chrysaète; aigle commun,Golden Eagle,Black Eagle; Dark Eagle;,Aquila chrysaetos,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Accipitriformes,Accipitridae,Aquila,chrysaetos,,S3B,Vulnérable,Québec
130,Oiseaux,Crécerelle d'Amérique,crécerelle américaine; faucon crécerelle d'Amérique; faucon des moineaux; faucon crécerelle américain,American Kestrel,Sparrow Hawk Kerstel; Bastard Hawk; Killy-killy; Americain Sparrow-haw,Falco sparverius,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Falconiformes,Falconidae,Falco,sparverius,,S3B,Non suivie,Québec
131,Oiseaux,Faucon émerillon,émerillon; faucon des pigeons; épervier des pigeons; faucon de roche,Merlin,,Falco columbarius,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Falconiformes,Falconidae,Falco,columbarius,,S5B,Non suivie,Québec
134,Oiseaux,Faucon pèlerin tundrius,faucon pèlerin d'Alaska et du Groenland,Arctic Peregrine Falcon,,Falco peregrinus tundrius,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Falconiformes,Falconidae,Falco,peregrinus,tundrius,S4B,Susceptible,Québec
135,Oiseaux,Faucon gerfaut,gerfaut; faucon arctique; gerfaut du Groenland; gyrfalco,Gyrfalcon,Gyr Falcon; White Gyrfalcon; Gyrfaco,Falco rusticolus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Falconiformes,Falconidae,Falco,rusticolus,,S4,Non suivie,Québec
136,Oiseaux,Perdrix grise,perdrix de Hongrie; perdrix européenne,Gray Partridge,Common Partridge; Partridge; European Partridge; Hun Partridge,Perdix perdix,,,Exotique,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Perdix,perdix,,SNA,Non suivie,Québec
138,Oiseaux,Tétras du Canada,tétras des savanes,Spruce Grouse,Black and Spotted Heath-cock; Canada Grouse; Black Black Grouse,Canachites canadensis,Dendragapus canadensis; Falcipennis canadensis,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Canachites,canadensis,,S5,Non suivie,Québec
139,Oiseaux,Lagopède des saules,,Willow Ptarmigan,Ungava Ptarmigan; White-shafted Ptarmigan; Ungava Willow Ptarmigan,Lagopus lagopus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Lagopus,lagopus,,S4,Non suivie,Québec
140,Oiseaux,Lagopède alpin,lagopède des rochers; lagopède des Alpes; lagopède muet,Rock Ptarmigan,Common Ptarmigan; Arctic Ptarmigan,Lagopus muta,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Lagopus,muta,,S4,Non suivie,Québec
141,Oiseaux,Gélinotte huppée,bonasie huppée,Ruffed Grouse,,Bonasa umbellus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Bonasa,umbellus,,S5,Non suivie,Québec
142,Oiseaux,Tétras à queue fine,gélinotte à queue fine; cupidon à queue fine,Sharp-tailed Grouse,Northern Sharp-tailed Grouse; Chicken; Pintail Grouse; White-breasted Grouse,Tympanuchus phasianellus,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Tympanuchus,phasianellus,,S4,Non suivie,Québec
143,Oiseaux,Dindon sauvage,dindon vulgaire; dindon d'Amérique; dindon; dindon sauvage d'Amérique,Wild Turkey,Common Turkey; Plain Turkey; Domestic Turkey; Gobbler,Meleagris gallopavo,,,Indigène,Régulier,Confirmé,Toute l'année,Aves,Galliformes,Phasianidae,Meleagris,gallopavo,,S5,Non suivie,Québec
145,Oiseaux,Râle jaune,marouette jaune,Yellow Rail,Little Yellow Rail; Yellow-brested Gallinul; Clicker; Water Sparrow,Coturnicops noveboracensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Rallidae,Coturnicops,noveboracensis,,S3B,Menacée,Environnement et Changement climatique Canada
147,Oiseaux,Râle élégant,,King Rail,Big Virginia Rail; Marsh Hen; Fresh-water Marsh Hen; Red-breasted-rail,Rallus elegans,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Rallidae,Rallus,elegans,,SNA,Non suivie,Environnement et Changement climatique Canada
148,Oiseaux,Râle de Virginie,râle à joues grises; râle de la Virginie,Virginia Rail,Red-breasted Rail; Little Red-breasted-rail; Long-billed Rail; Water hen,Rallus limicola,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Rallidae,Rallus,limicola,,S4B,Non suivie,Environnement et Changement climatique Canada
149,Oiseaux,Marouette de Caroline,râle de Caroline; marouette de la Caroline; marouette à face noire; marouette sora,Sora,Carolina Rail; Sora Wake; Little American Water Hen; Soree,Porzana carolina,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Rallidae,Porzana,carolina,,S4B,Non suivie,Environnement et Changement climatique Canada
150,Oiseaux,Talève violacée,gallinule pourprée; gallinule violacée; talève pourprée; gallinule violacée,Purple Gallinule,,Porphyrio martinicus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Gruiformes,Rallidae,Porphyrio,martinicus,,SNA,Non suivie,Environnement et Changement climatique Canada
151,Oiseaux,Gallinule d'Amérique,poule-d'eau; gallinule poule d'eau,Common Gallinule,,Gallinula galeata,Gallinula chloropus,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Rallidae,Gallinula,galeata,,S4B,Non suivie,Environnement et Changement climatique Canada
152,Oiseaux,Foulque d'Amérique,foulque américaine; foulque d'Amérique du Nord; foulque; judelle,American Coot,Water Fowl; Cinereous Coot; Puldoo; Whitebill,Fulica americana,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Rallidae,Fulica,americana,,S4B,Non suivie,Environnement et Changement climatique Canada
153,Oiseaux,Grue du Canada,grue canadienne; grue cendrée canadienne; grue grise d'Amérique,Sandhill Crane,Turkey; Florida Crane; Florida Whooping Crane; Grey Crane,Antigone canadensis,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Gruiformes,Gruidae,Antigone,canadensis,,S5B,Non suivie,Environnement et Changement climatique Canada
154,Oiseaux,Vanneau huppé,vanneau d'Europe; vanneau,Northern Lapwing,Lapwing; Eurasian Lapwing,Vanellus vanellus,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,,SNA,Non suivie,Environnement et Changement climatique Canada
155,Oiseaux,Pluvier argenté,pluvier à ventre noir; pluvier varié; vanneau-pluvier; vanneau suisse,Black-bellied Plover,,Pluvialis squatarola,,,Indigène,Régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,,S4M,Non suivie,Environnement et Changement climatique Canada
156,Oiseaux,Pluvier doré,pluvier doré d'Eurasie; pluvier doré eurasien; pluvier doré européen; pluvier commun,European Golden-plover,Eurasian Golden-plover; Golden Plover; Greater golden plover,Pluvialis apricaria,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,,SNA,Non suivie,Environnement et Changement climatique Canada
157,Oiseaux,Pluvier bronzé,pluvier doré d'Amérique,American Golden-plover,lesser golden plover,Pluvialis dominica,,,Indigène,Régulier,Confirmé,Reproducteur,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,,S3B,Non suivie,Environnement et Changement climatique Canada
158,Oiseaux,Pluvier fauve,,Pacific Golden-plover,,Pluvialis fulva,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,,SNA,Non suivie,Environnement et Changement climatique Canada
159,Oiseaux,Pluvier grand-gravelot,grand gravelot,Common Ringed Plover,,Charadrius hiaticula,,,Indigène,Accidentel/non régulier,Confirmé,Migrateur,Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,,SNA,Non suivie,Environnement et Changement climatique Canada
